-0.43	-0.8256	-1.1551	-1.3922	-1.518	-1.5223	0.5952	2.665	4.5217	6.0166	7.0302	7.4814	7.334	6.6	5.3379	3.6488	1.6678	-0.4466	-2.5253	-4.402	-5.9265	-6.9769	-7.4691	-7.3638	-6.6695	-5.4415	-3.7782	-1.8127	0.2978	2.3845	4.2805	5.834	6.9208	7.4539	7.3907	6.7363	5.543	3.9062	1.9569	-0.1489	-2.2429	-4.1573	-5.7392	-6.862	-7.4358	-7.4147	-6.8005	-5.6422	-4.0325	-2.1003	

0.1681	0.3228	0.4516	0.5443	0.5935	0.5952	0.5493	2.4594	4.1728	5.5523	6.4877	6.9041	6.7681	6.0907	4.926	3.3673	1.5391	-0.4121	-2.3304	-4.0623	-5.4691	-6.4385	-6.8928	-6.7956	-6.1548	-5.0216	-3.4867	-1.6728	0.2748	2.2005	3.9502	5.3838	6.3867	6.8787	6.8204	6.2165	5.1152	3.6047	1.8059	-0.1374	-2.0698	-3.8365	-5.2964	-6.3325	-6.862	-6.8426	-6.2757	-5.2068	-3.7214	-1.9382	

0.7528	1.4453	2.0222	2.4373	2.6575	2.665	2.4594	2.057	3.49	4.6439	5.4262	5.7744	5.6607	5.0941	4.12	2.8163	1.2873	-0.3447	-1.9491	-3.3976	-4.5743	-5.385	-5.765	-5.6837	-5.1477	-4.2	-2.9162	-1.3991	0.2299	1.8405	3.3039	4.5029	5.3417	5.7532	5.7045	5.1993	4.2783	3.0149	1.5104	-0.115	-1.7311	-3.2088	-4.4298	-5.2964	-5.7392	-5.723	-5.2489	-4.3549	-3.1125	-1.6211	

1.2772	2.4522	3.431	4.1354	4.5089	4.5217	4.1728	3.49	2.5281	3.3639	3.9306	4.1828	4.1004	3.69	2.9844	2.0401	0.9325	-0.2497	-1.4119	-2.4611	-3.3135	-3.9008	-4.176	-4.1171	-3.7289	-3.0423	-2.1124	-1.0135	0.1665	1.3332	2.3932	3.2618	3.8694	4.1675	4.1322	3.7663	3.0991	2.1839	1.0941	-0.0833	-1.254	-2.3244	-3.2088	-3.8365	-4.1573	-4.1456	-3.8021	-3.1545	-2.2546	-1.1743	

1.6994	3.2629	4.5653	5.5026	5.9996	6.0166	5.5523	4.6439	3.3639	1.8148	2.1205	2.2566	2.2122	1.9907	1.6101	1.1006	0.5031	-0.1347	-0.7617	-1.3278	-1.7876	-2.1044	-2.2529	-2.2212	-2.0117	-1.6413	-1.1396	-0.5468	0.0898	0.7192	1.2911	1.7597	2.0875	2.2483	2.2293	2.0319	1.6719	1.1782	0.5903	-0.0449	-0.6765	-1.254	-1.7311	-2.0698	-2.2429	-2.2365	-2.0512	-1.7019	-1.2163	-0.6335	

1.9857	3.8126	5.3344	6.4295	7.0103	7.0302	6.4877	5.4262	3.9306	2.1205	0.1408	0.1499	0.1469	0.1322	0.1069	0.0731	0.0334	-0.0089	-0.0506	-0.0882	-0.1187	-0.1397	-0.1496	-0.1475	-0.1336	-0.109	-0.0757	-0.0363	0.006	0.0478	0.0857	0.1169	0.1386	0.1493	0.148	0.1349	0.111	0.0782	0.0392	-0.003	-0.0449	-0.0833	-0.115	-0.1374	-0.1489	-0.1485	-0.1362	-0.113	-0.0808	-0.0421	

2.1132	4.0573	5.6768	6.8422	7.4602	7.4814	6.9041	5.7744	4.1828	2.2566	0.1499	-1.9689	-1.9301	-1.7369	-1.4048	-0.9603	-0.4389	0.1175	0.6646	1.1585	1.5597	1.8361	1.9657	1.938	1.7552	1.432	0.9943	0.4771	-0.0784	-0.6275	-1.1265	-1.5353	-1.8214	-1.9617	-1.945	-1.7728	-1.4587	-1.028	-0.515	0.0392	0.5903	1.0941	1.5104	1.8059	1.9569	1.9513	1.7897	1.4849	1.0613	0.5527	

2.0715	3.9774	5.565	6.7074	7.3133	7.334	6.7681	5.6607	4.1004	2.2122	0.1469	-1.9301	-3.8527	-3.4671	-2.8041	-1.9168	-0.8761	0.2346	1.3266	2.3124	3.1133	3.6651	3.9237	3.8684	3.5036	2.8585	1.9848	0.9523	-0.1565	-1.2526	-2.2486	-3.0647	-3.6356	-3.9157	-3.8825	-3.5387	-2.9118	-2.052	-1.028	0.0782	1.1782	2.1839	3.0149	3.6047	3.9062	3.8951	3.5724	2.964	2.1184	1.1033	

1.8642	3.5793	5.008	6.0361	6.5813	6.6	6.0907	5.0941	3.69	1.9907	0.1322	-1.7369	-3.4671	-4.9199	-3.9791	-2.72	-1.2433	0.3329	1.8825	3.2814	4.4178	5.2009	5.5678	5.4893	4.9717	4.0563	2.8165	1.3513	-0.222	-1.7775	-3.1909	-4.3489	-5.1591	-5.5565	-5.5094	-5.0215	-4.1319	-2.9118	-1.4587	0.111	1.6719	3.0991	4.2783	5.1152	5.543	5.5272	5.0694	4.2059	3.006	1.5656	

1.5077	2.8948	4.0504	4.8819	5.3228	5.3379	4.926	4.12	2.9844	1.6101	0.1069	-1.4048	-2.8041	-3.9791	-4.8358	-3.3056	-1.5109	0.4046	2.2877	3.9879	5.369	6.3205	6.7665	6.6711	6.042	4.9296	3.4228	1.6422	-0.2698	-2.1602	-3.8778	-5.2852	-6.2698	-6.7527	-6.6955	-6.1026	-5.0215	-3.5387	-1.7728	0.1349	2.0319	3.7663	5.1993	6.2165	6.7363	6.7172	6.1608	5.1114	3.6532	1.9027	

1.0306	1.9788	2.7687	3.3371	3.6385	3.6488	3.3673	2.8163	2.0401	1.1006	0.0731	-0.9603	-1.9168	-2.72	-3.3056	-3.6267	-1.6577	0.4439	2.51	4.3753	5.8906	6.9346	7.4239	7.3192	6.629	5.4085	3.7554	1.8017	-0.296	-2.3701	-4.2546	-5.7987	-6.8789	-7.4088	-7.346	-6.6955	-5.5094	-3.8825	-1.945	0.148	2.2293	4.1322	5.7045	6.8204	7.3907	7.3698	6.7593	5.608	4.0081	2.0876	

0.4711	0.9045	1.2655	1.5253	1.6631	1.6678	1.5391	1.2873	0.9325	0.5031	0.0334	-0.4389	-0.8761	-1.2433	-1.5109	-1.6577	-1.6719	0.4477	2.5314	4.4127	5.9409	6.9939	7.4873	7.3818	6.6857	5.4548	3.7875	1.8171	-0.2986	-2.3904	-4.2909	-5.8482	-6.9377	-7.4721	-7.4088	-6.7527	-5.5565	-3.9157	-1.9617	0.1493	2.2483	4.1675	5.7532	6.8787	7.4539	7.4328	6.8171	5.656	4.0424	2.1054	

-0.1261	-0.2422	-0.3389	-0.4084	-0.4453	-0.4466	-0.4121	-0.3447	-0.2497	-0.1347	-0.0089	0.1175	0.2346	0.3329	0.4046	0.4439	0.4477	0.4157	2.3504	4.0971	5.516	6.4937	6.9518	6.8538	6.2075	5.0646	3.5166	1.6872	-0.2772	-2.2194	-3.984	-5.4299	-6.4415	-6.9377	-6.8789	-6.2698	-5.1591	-3.6356	-1.8214	0.1386	2.0875	3.8694	5.3417	6.3867	6.9208	6.9012	6.3295	5.2514	3.7533	1.9548	

-0.7133	-1.3695	-1.9162	-2.3095	-2.5181	-2.5253	-2.3304	-1.9491	-1.4119	-0.7617	-0.0506	0.6646	1.3266	1.8825	2.2877	2.51	2.5314	2.3504	1.9813	3.4537	4.6498	5.4739	5.8602	5.7776	5.2327	4.2693	2.9643	1.4222	-0.2337	-1.8709	-3.3584	-4.5773	-5.4299	-5.8482	-5.7987	-5.2852	-4.3489	-3.0647	-1.5353	0.1169	1.7597	3.2618	4.5029	5.3838	5.834	5.8175	5.3356	4.4268	3.1639	1.6479	

-1.2434	-2.3873	-3.3402	-4.0259	-4.3895	-4.402	-4.0623	-3.3976	-2.4611	-1.3278	-0.0882	1.1585	2.3124	3.2814	3.9879	4.3753	4.4127	4.0971	3.4537	2.534	3.4116	4.0163	4.2997	4.2391	3.8393	3.1325	2.175	1.0435	-0.1714	-1.3727	-2.4641	-3.3584	-3.984	-4.2909	-4.2546	-3.8778	-3.1909	-2.2486	-1.1265	0.0857	1.2911	2.3932	3.3039	3.9502	4.2805	4.2684	3.9148	3.248	2.3214	1.2091	

-1.674	-3.214	-4.4969	-5.4201	-5.9097	-5.9265	-5.4691	-4.5743	-3.3135	-1.7876	-0.1187	1.5597	3.1133	4.4178	5.369	5.8906	5.9409	5.516	4.6498	3.4116	1.9005	2.2374	2.3952	2.3615	2.1388	1.745	1.2116	0.5813	-0.0955	-0.7647	-1.3727	-1.8709	-2.2194	-2.3904	-2.3701	-2.1602	-1.7775	-1.2526	-0.6275	0.0478	0.7192	1.3332	1.8405	2.2005	2.3845	2.3778	2.1808	1.8094	1.2932	0.6735	

-1.9707	-3.7837	-5.294	-6.3808	-6.9571	-6.9769	-6.4385	-5.385	-3.9008	-2.1044	-0.1397	1.8361	3.6651	5.2009	6.3205	6.9346	6.9939	6.4937	5.4739	4.0163	2.2374	0.2794	0.2992	0.2949	0.2671	0.2179	0.1513	0.0726	-0.0119	-0.0955	-0.1714	-0.2337	-0.2772	-0.2986	-0.296	-0.2698	-0.222	-0.1565	-0.0784	0.006	0.0898	0.1665	0.2299	0.2748	0.2978	0.297	0.2724	0.226	0.1615	0.0841	

-2.1097	-4.0506	-5.6675	-6.831	-7.448	-7.4691	-6.8928	-5.765	-4.176	-2.2529	-0.1496	1.9657	3.9237	5.5678	6.7665	7.4239	7.4873	6.9518	5.8602	4.2997	2.3952	0.2992	-1.8208	-1.7952	-1.6259	-1.3265	-0.9211	-0.4419	0.0726	0.5813	1.0435	1.4222	1.6872	1.8171	1.8017	1.6422	1.3513	0.9523	0.4771	-0.0363	-0.5468	-1.0135	-1.3991	-1.6728	-1.8127	-1.8076	-1.6578	-1.3755	-0.9831	-0.512	

-2.08	-3.9935	-5.5876	-6.7347	-7.343	-7.3638	-6.7956	-5.6837	-4.1171	-2.2212	-0.1475	1.938	3.8684	5.4893	6.6711	7.3192	7.3818	6.8538	5.7776	4.2391	2.3615	0.2949	-1.7952	-3.7417	-3.3889	-2.7649	-1.9198	-0.9211	0.1513	1.2116	2.175	2.9643	3.5166	3.7875	3.7554	3.4228	2.8165	1.9848	0.9943	-0.0757	-1.1396	-2.1124	-2.9162	-3.4867	-3.7782	-3.7675	-3.4554	-2.8669	-2.049	-1.0672	

-1.8838	-3.6169	-5.0607	-6.0996	-6.6506	-6.6695	-6.1548	-5.1477	-3.7289	-2.0117	-0.1336	1.7552	3.5036	4.9717	6.042	6.629	6.6857	6.2075	5.2327	3.8393	2.1388	0.2671	-1.6259	-3.3889	-4.8807	-3.9821	-2.7649	-1.3265	0.2179	1.745	3.1325	4.2693	5.0646	5.4548	5.4085	4.9296	4.0563	2.8585	1.432	-0.109	-1.6413	-3.0423	-4.2	-5.0216	-5.4415	-5.4261	-4.9766	-4.129	-2.951	-1.537	

-1.537	-2.951	-4.129	-4.9766	-5.4261	-5.4415	-5.0216	-4.2	-3.0423	-1.6413	-0.109	1.432	2.8585	4.0563	4.9296	5.4085	5.4548	5.0646	4.2693	3.1325	1.745	0.2179	-1.3265	-2.7649	-3.9821	-4.8807	-3.3889	-1.6259	0.2671	2.1388	3.8393	5.2327	6.2075	6.6857	6.629	6.042	4.9717	3.5036	1.7552	-0.1336	-2.0117	-3.7289	-5.1477	-6.1548	-6.6695	-6.6506	-6.0996	-5.0607	-3.6169	-1.8838	

-1.0672	-2.049	-2.8669	-3.4554	-3.7675	-3.7782	-3.4867	-2.9162	-2.1124	-1.1396	-0.0757	0.9943	1.9848	2.8165	3.4228	3.7554	3.7875	3.5166	2.9643	2.175	1.2116	0.1513	-0.9211	-1.9198	-2.7649	-3.3889	-3.7417	-1.7952	0.2949	2.3615	4.2391	5.7776	6.8538	7.3818	7.3192	6.6711	5.4893	3.8684	1.938	-0.1475	-2.2212	-4.1171	-5.6837	-6.7956	-7.3638	-7.343	-6.7347	-5.5876	-3.9935	-2.08	

-0.512	-0.9831	-1.3755	-1.6578	-1.8076	-1.8127	-1.6728	-1.3991	-1.0135	-0.5468	-0.0363	0.4771	0.9523	1.3513	1.6422	1.8017	1.8171	1.6872	1.4222	1.0435	0.5813	0.0726	-0.4419	-0.9211	-1.3265	-1.6259	-1.7952	-1.8208	0.2992	2.3952	4.2997	5.8602	6.9518	7.4873	7.4239	6.7665	5.5678	3.9237	1.9657	-0.1496	-2.2529	-4.176	-5.765	-6.8928	-7.4691	-7.448	-6.831	-5.6675	-4.0506	-2.1097	

0.0841	0.1615	0.226	0.2724	0.297	0.2978	0.2748	0.2299	0.1665	0.0898	0.006	-0.0784	-0.1565	-0.222	-0.2698	-0.296	-0.2986	-0.2772	-0.2337	-0.1714	-0.0955	-0.0119	0.0726	0.1513	0.2179	0.2671	0.2949	0.2992	0.2794	2.2374	4.0163	5.4739	6.4937	6.9939	6.9346	6.3205	5.2009	3.6651	1.8361	-0.1397	-2.1044	-3.9008	-5.385	-6.4385	-6.9769	-6.9571	-6.3808	-5.294	-3.7837	-1.9707	

0.6735	1.2932	1.8094	2.1808	2.3778	2.3845	2.2005	1.8405	1.3332	0.7192	0.0478	-0.6275	-1.2526	-1.7775	-2.1602	-2.3701	-2.3904	-2.2194	-1.8709	-1.3727	-0.7647	-0.0955	0.5813	1.2116	1.745	2.1388	2.3615	2.3952	2.2374	1.9005	3.4116	4.6498	5.516	5.9409	5.8906	5.369	4.4178	3.1133	1.5597	-0.1187	-1.7876	-3.3135	-4.5743	-5.4691	-5.9265	-5.9097	-5.4201	-4.4969	-3.214	-1.674	

1.2091	2.3214	3.248	3.9148	4.2684	4.2805	3.9502	3.3039	2.3932	1.2911	0.0857	-1.1265	-2.2486	-3.1909	-3.8778	-4.2546	-4.2909	-3.984	-3.3584	-2.4641	-1.3727	-0.1714	1.0435	2.175	3.1325	3.8393	4.2391	4.2997	4.0163	3.4116	2.534	3.4537	4.0971	4.4127	4.3753	3.9879	3.2814	2.3124	1.1585	-0.0882	-1.3278	-2.4611	-3.3976	-4.0623	-4.402	-4.3895	-4.0259	-3.3402	-2.3873	-1.2434	

1.6479	3.1639	4.4268	5.3356	5.8175	5.834	5.3838	4.5029	3.2618	1.7597	0.1169	-1.5353	-3.0647	-4.3489	-5.2852	-5.7987	-5.8482	-5.4299	-4.5773	-3.3584	-1.8709	-0.2337	1.4222	2.9643	4.2693	5.2327	5.7776	5.8602	5.4739	4.6498	3.4537	1.9813	2.3504	2.5314	2.51	2.2877	1.8825	1.3266	0.6646	-0.0506	-0.7617	-1.4119	-1.9491	-2.3304	-2.5253	-2.5181	-2.3095	-1.9162	-1.3695	-0.7133	

1.9548	3.7533	5.2514	6.3295	6.9012	6.9208	6.3867	5.3417	3.8694	2.0875	0.1386	-1.8214	-3.6356	-5.1591	-6.2698	-6.8789	-6.9377	-6.4415	-5.4299	-3.984	-2.2194	-0.2772	1.6872	3.5166	5.0646	6.2075	6.8538	6.9518	6.4937	5.516	4.0971	2.3504	0.4157	0.4477	0.4439	0.4046	0.3329	0.2346	0.1175	-0.0089	-0.1347	-0.2497	-0.3447	-0.4121	-0.4466	-0.4453	-0.4084	-0.3389	-0.2422	-0.1261	

2.1054	4.0424	5.656	6.8171	7.4328	7.4539	6.8787	5.7532	4.1675	2.2483	0.1493	-1.9617	-3.9157	-5.5565	-6.7527	-7.4088	-7.4721	-6.9377	-5.8482	-4.2909	-2.3904	-0.2986	1.8171	3.7875	5.4548	6.6857	7.3818	7.4873	6.9939	5.9409	4.4127	2.5314	0.4477	-1.6719	-1.6577	-1.5109	-1.2433	-0.8761	-0.4389	0.0334	0.5031	0.9325	1.2873	1.5391	1.6678	1.6631	1.5253	1.2655	0.9045	0.4711	

2.0876	4.0081	5.608	6.7593	7.3698	7.3907	6.8204	5.7045	4.1322	2.2293	0.148	-1.945	-3.8825	-5.5094	-6.6955	-7.346	-7.4088	-6.8789	-5.7987	-4.2546	-2.3701	-0.296	1.8017	3.7554	5.4085	6.629	7.3192	7.4239	6.9346	5.8906	4.3753	2.51	0.4439	-1.6577	-3.6267	-3.3056	-2.72	-1.9168	-0.9603	0.0731	1.1006	2.0401	2.8163	3.3673	3.6488	3.6385	3.3371	2.7687	1.9788	1.0306	

1.9027	3.6532	5.1114	6.1608	6.7172	6.7363	6.2165	5.1993	3.7663	2.0319	0.1349	-1.7728	-3.5387	-5.0215	-6.1026	-6.6955	-6.7527	-6.2698	-5.2852	-3.8778	-2.1602	-0.2698	1.6422	3.4228	4.9296	6.042	6.6711	6.7665	6.3205	5.369	3.9879	2.2877	0.4046	-1.5109	-3.3056	-4.8358	-3.9791	-2.8041	-1.4048	0.1069	1.6101	2.9844	4.12	4.926	5.3379	5.3228	4.8819	4.0504	2.8948	1.5077	

1.5656	3.006	4.2059	5.0694	5.5272	5.543	5.1152	4.2783	3.0991	1.6719	0.111	-1.4587	-2.9118	-4.1319	-5.0215	-5.5094	-5.5565	-5.1591	-4.3489	-3.1909	-1.7775	-0.222	1.3513	2.8165	4.0563	4.9717	5.4893	5.5678	5.2009	4.4178	3.2814	1.8825	0.3329	-1.2433	-2.72	-3.9791	-4.9199	-3.4671	-1.7369	0.1322	1.9907	3.69	5.0941	6.0907	6.6	6.5813	6.0361	5.008	3.5793	1.8642	

1.1033	2.1184	2.964	3.5724	3.8951	3.9062	3.6047	3.0149	2.1839	1.1782	0.0782	-1.028	-2.052	-2.9118	-3.5387	-3.8825	-3.9157	-3.6356	-3.0647	-2.2486	-1.2526	-0.1565	0.9523	1.9848	2.8585	3.5036	3.8684	3.9237	3.6651	3.1133	2.3124	1.3266	0.2346	-0.8761	-1.9168	-2.8041	-3.4671	-3.8527	-1.9301	0.1469	2.2122	4.1004	5.6607	6.7681	7.334	7.3133	6.7074	5.565	3.9774	2.0715	

0.5527	1.0613	1.4849	1.7897	1.9513	1.9569	1.8059	1.5104	1.0941	0.5903	0.0392	-0.515	-1.028	-1.4587	-1.7728	-1.945	-1.9617	-1.8214	-1.5353	-1.1265	-0.6275	-0.0784	0.4771	0.9943	1.432	1.7552	1.938	1.9657	1.8361	1.5597	1.1585	0.6646	0.1175	-0.4389	-0.9603	-1.4048	-1.7369	-1.9301	-1.9689	0.1499	2.2566	4.1828	5.7744	6.9041	7.4814	7.4602	6.8422	5.6768	4.0573	2.1132	

-0.0421	-0.0808	-0.113	-0.1362	-0.1485	-0.1489	-0.1374	-0.115	-0.0833	-0.0449	-0.003	0.0392	0.0782	0.111	0.1349	0.148	0.1493	0.1386	0.1169	0.0857	0.0478	0.006	-0.0363	-0.0757	-0.109	-0.1336	-0.1475	-0.1496	-0.1397	-0.1187	-0.0882	-0.0506	-0.0089	0.0334	0.0731	0.1069	0.1322	0.1469	0.1499	0.1408	2.1205	3.9306	5.4262	6.4877	7.0302	7.0103	6.4295	5.3344	3.8126	1.9857	

-0.6335	-1.2163	-1.7019	-2.0512	-2.2365	-2.2429	-2.0698	-1.7311	-1.254	-0.6765	-0.0449	0.5903	1.1782	1.6719	2.0319	2.2293	2.2483	2.0875	1.7597	1.2911	0.7192	0.0898	-0.5468	-1.1396	-1.6413	-2.0117	-2.2212	-2.2529	-2.1044	-1.7876	-1.3278	-0.7617	-0.1347	0.5031	1.1006	1.6101	1.9907	2.2122	2.2566	2.1205	1.8148	3.3639	4.6439	5.5523	6.0166	5.9996	5.5026	4.5653	3.2629	1.6994	

-1.1743	-2.2546	-3.1545	-3.8021	-4.1456	-4.1573	-3.8365	-3.2088	-2.3244	-1.254	-0.0833	1.0941	2.1839	3.0991	3.7663	4.1322	4.1675	3.8694	3.2618	2.3932	1.3332	0.1665	-1.0135	-2.1124	-3.0423	-3.7289	-4.1171	-4.176	-3.9008	-3.3135	-2.4611	-1.4119	-0.2497	0.9325	2.0401	2.9844	3.69	4.1004	4.1828	3.9306	3.3639	2.5281	3.49	4.1728	4.5217	4.5089	4.1354	3.431	2.4522	1.2772	

-1.6211	-3.1125	-4.3549	-5.2489	-5.723	-5.7392	-5.2964	-4.4298	-3.2088	-1.7311	-0.115	1.5104	3.0149	4.2783	5.1993	5.7045	5.7532	5.3417	4.5029	3.3039	1.8405	0.2299	-1.3991	-2.9162	-4.2	-5.1477	-5.6837	-5.765	-5.385	-4.5743	-3.3976	-1.9491	-0.3447	1.2873	2.8163	4.12	5.0941	5.6607	5.7744	5.4262	4.6439	3.49	2.057	2.4594	2.665	2.6575	2.4373	2.0222	1.4453	0.7528	

-1.9382	-3.7214	-5.2068	-6.2757	-6.8426	-6.862	-6.3325	-5.2964	-3.8365	-2.0698	-0.1374	1.8059	3.6047	5.1152	6.2165	6.8204	6.8787	6.3867	5.3838	3.9502	2.2005	0.2748	-1.6728	-3.4867	-5.0216	-6.1548	-6.7956	-6.8928	-6.4385	-5.4691	-4.0623	-2.3304	-0.4121	1.5391	3.3673	4.926	6.0907	6.7681	6.9041	6.4877	5.5523	4.1728	2.4594	0.5493	0.5952	0.5935	0.5443	0.4516	0.3228	0.1681	

-2.1003	-4.0325	-5.6422	-6.8005	-7.4147	-7.4358	-6.862	-5.7392	-4.1573	-2.2429	-0.1489	1.9569	3.9062	5.543	6.7363	7.3907	7.4539	6.9208	5.834	4.2805	2.3845	0.2978	-1.8127	-3.7782	-5.4415	-6.6695	-7.3638	-7.4691	-6.9769	-5.9265	-4.402	-2.5253	-0.4466	1.6678	3.6488	5.3379	6.6	7.334	7.4814	7.0302	6.0166	4.5217	2.665	0.5952	-1.5223	-1.518	-1.3922	-1.1551	-0.8256	-0.43	

-2.0943	-4.0211	-5.6262	-6.7812	-7.3937	-7.4147	-6.8426	-5.723	-4.1456	-2.2365	-0.1485	1.9513	3.8951	5.5272	6.7172	7.3698	7.4328	6.9012	5.8175	4.2684	2.3778	0.297	-1.8076	-3.7675	-5.4261	-6.6506	-7.343	-7.448	-6.9571	-5.9097	-4.3895	-2.5181	-0.4453	1.6631	3.6385	5.3228	6.5813	7.3133	7.4602	7.0103	5.9996	4.5089	2.6575	0.5935	-1.518	-3.508	-3.2174	-2.6694	-1.9079	-0.9937	

-1.9208	-3.688	-5.1601	-6.2195	-6.7812	-6.8005	-6.2757	-5.2489	-3.8021	-2.0512	-0.1362	1.7897	3.5724	5.0694	6.1608	6.7593	6.8171	6.3295	5.3356	3.9148	2.1808	0.2724	-1.6578	-3.4554	-4.9766	-6.0996	-6.7347	-6.831	-6.3808	-5.4201	-4.0259	-2.3095	-0.4084	1.5253	3.3371	4.8819	6.0361	6.7074	6.8422	6.4295	5.5026	4.1354	2.4373	0.5443	-1.3922	-3.2174	-4.7852	-3.9702	-2.8375	-1.4779	

-1.5937	-3.0599	-4.2812	-5.1601	-5.6262	-5.6422	-5.2068	-4.3549	-3.1545	-1.7019	-0.113	1.4849	2.964	4.2059	5.1114	5.608	5.656	5.2514	4.4268	3.248	1.8094	0.226	-1.3755	-2.8669	-4.129	-5.0607	-5.5876	-5.6675	-5.294	-4.4969	-3.3402	-1.9162	-0.3389	1.2655	2.7687	4.0504	5.008	5.565	5.6768	5.3344	4.5653	3.431	2.0222	0.4516	-1.1551	-2.6694	-3.9702	-4.9533	-3.5402	-1.8438	

-1.139	-2.1869	-3.0599	-3.688	-4.0211	-4.0325	-3.7214	-3.1125	-2.2546	-1.2163	-0.0808	1.0613	2.1184	3.006	3.6532	4.0081	4.0424	3.7533	3.1639	2.3214	1.2932	0.1615	-0.9831	-2.049	-2.951	-3.6169	-3.9935	-4.0506	-3.7837	-3.214	-2.3873	-1.3695	-0.2422	0.9045	1.9788	2.8948	3.5793	3.9774	4.0573	3.8126	3.2629	2.4522	1.4453	0.3228	-0.8256	-1.9079	-2.8375	-3.5402	-3.9596	-2.0623	

-0.5932	-1.139	-1.5937	-1.9208	-2.0943	-2.1003	-1.9382	-1.6211	-1.1743	-0.6335	-0.0421	0.5527	1.1033	1.5656	1.9027	2.0876	2.1054	1.9548	1.6479	1.2091	0.6735	0.0841	-0.512	-1.0672	-1.537	-1.8838	-2.08	-2.1097	-1.9707	-1.674	-1.2434	-0.7133	-0.1261	0.4711	1.0306	1.5077	1.8642	2.0715	2.1132	1.9857	1.6994	1.2772	0.7528	0.1681	-0.43	-0.9937	-1.4779	-1.8438	-2.0623	-2.1158	




